text,Sentiment
May bago akong nadiskubre pero secret muna kung sino siya kairita talaga itong si markubeta kahit kailan. Kapag kay discaya tameme siya pero niliko niya ngayon sa abscbn HAHAHA funny,Neutral
"As Lacson returns to lead the Blue Ribbon, Cayetano breaks his silence — and his words might redefine Philippine politics.

Read More : https://t.co/qwhfwMrX5C

#CAYETANO #Lacson #BlueRibbonCommittee #PinasTimes https://t.co/eKmk1V2UeT",Positive
"Kung totoo may malasakit ka sa Filipinos para malaman ang totoo may saltik sa utak trililing trillanes.Kasuhan mo din si ROMUALDEZ and zaldy co,Liza Marcos and pbbm.Para malaman katiwalian din nila.Imposible Wala kang alam.Hindi ka nga makasagot sa prangka tanong ni Enrile.🤜👹🤛",Neutral
"@776109641341820 Hahaha! Nasa caption na nga ng news, ba’t si Angara ang na blame for DPWH’s failures? HAHAHAHA! Kawawa naman.",Positive
"@729628892356543 @520185564512060 Pero ang corruption ngayon ay may pangalan: flood control. At yung admin ngayon ang identified sa flood control corruption, hindi ang Duterte admin na tapos na.",Neutral
"FIRE ENGULFS DPWH BUILDING IN QUEZON CITY 🔥🚒🚨

The Department of Public Works and Highways (DPWH) Bureau of Research and Standards (BRS) Building at Brgy. Pinyahan along EDSA, Quezon City caught fire on Wednesday, reaching a third alarm before firefighters put it out just before 2:00 p.m.

📸: Manny Palmero

More info: https://t.co/tXlMHFP6n3",Positive
"Kung totoo may malasakit ka sa Filipinos para malaman ang totoo may saltik sa utak trililing trillanes. Bakit si bong go lang kinasuhan mo. Kasuhan mo din si ROMUALDEZ and zaldy co, Liza Marcos and pbbm. Para malaman katiwalian din nila. Impossible Wala kang alam. 🤜👹🤛",Negative
kung  hindi matuloy ang wish ni discaya sana naman itong wish ni lea :),Positive
"@36502604678147 LOL kaya nga DPWH un tinatanong kasi ang pagpapatayo ng classrooms is under DPWH at hindi under ng DepEd, tanong mo kay Romualdez at Zaldy Co bakit 22 lang",Positive
"The ICI gives in to public clamor to livestream its hearings on flood control corruption in the Philippines.

Its chairman announced this during a Senate hearing on a proposal to create a people's commission that will probe all public works anomalies. https://t.co/65S1z3CrOb",Neutral
"The Commission on Elections (Comelec) on Wednesday said that it will publicize the list of contractors who donated to candidates in the 2022 elections, once they are confirmed by the Department of Public Works and Highways (DPWH) to have secured contracts with the government.

READ MORE: https://t.co/UsOj6jwh1E",Positive
@589029215591253 Wala kaming tiwala kay tambaloslos Martin Romualdez at kay MandaramBong2.,Neutral
"Reforms are made in the Philippine Contractors Accreditation Board after the regulatory body is dragged into the country's flood control corruption scandal.

The DTI secretary explained the reforms to the Independent Commission for Infrastructure. https://t.co/G5obHvnA1H",Neutral
"i love youuuu my DPWH FRIENDS 😘😘

#2025MAMAVOTE #SEVENTEEN",Positive
Unfinished and abandoned flood control projects in a Bulacan municipality are adding to the misery of communities that have been underwater since June. https://t.co/DjrkdUbmXi,Neutral
@36502604678147 dpwh ang gumagawa ng classrooms di DepEd. di mo alam Yun?,Neutral
"@589029215591253 These corruptions in government have been going on for centuries. Ngayon lang tayo nagkaroon ng presidente na siya mismo sng nakatuklas at nagbunyag sa publiko. Hindi lamang sa DPWH meron ito. Lahat ng sangay ng gobiyerno, lalo na sa BOC, BIR, COA.",Neutral
"@581180724593503 Kung hindi ako nag kamali nasa compound yan ng Regional offices 4A and 4B, kung saan maraming projects ang kumpanya ni Zaldy Co, kasama na ang sa Mindoro... at ang hindi matapos tapos na projects sa Maharlika hiway sa Quezon, na territory ni Cong Suarez.",Neutral
"@308953259664257 @513109834803650 Yeah?  How many have been arrested regarding the autopen?  None.  How many will get arrested for 2020?  None.  Suck it up.  Trump lost.  So did Biden.  It happens.  Also, cute photo.  Even if you took out the word ""corrupt"" it still wouldn't be the House of Representatives.  I worked for leadership for a decade and was on the House floor all the time.  There are a total of four tables on the House floor and the carpet is blue.  Also, the gallery wraps around the entire chamber.  This looks more like the UN.  How American/Patriotic is that?  You can't even tell the photo you posted isn't actually the House of Representatives.",Positive
@881263654227496 mown umamin na kayo kaano2 nyo po si zaldy co? eme HAHAHAHAAHAH,Neutral
Ping #lacson bumaliktad na diumano#pbbm taranta na  https://t.co/FNGIFMJc6n via @419339948727326,Neutral
please di kame pinanganak kahapon dpwh https://t.co/zmriH0ETQC,Neutral
"😩 sa dami namang computer unit sa pilipinas, bakit naman nagiisang unit sa loob ng DPWH yung sumabog. 

beb kahit iwan mong nakasaksak ang computer may auto sleep yan, hindi yan iinit 😩 wala na bang ibang naisip na reason? final na?",Neutral
"Nagpresinta ng tulong kay Public Works Secretary Vince Dizon ang pinakamalaking business organization sa bansa sa pagbabantay sa mga proyekto ng Department of Public Works and Highways (DPWH) sa bansa.

Basahin: https://t.co/kmq6pZQVai

#DWAR1494 https://t.co/LmwpEWintj",Neutral
"DPWH, style niyo bulok.",Neutral
"@205445626141250 HAHAHA, mas marami silang malalaman sa pinaka-central office ng DPWH sa may Manila Port Area.",Positive
PBBM signs law converting BCC into RSC https://t.co/LNoF3zYkKY,Neutral
@36502604678147 ayaw gawan ng DPWH ng mga classrooms ang DepEd kasi hindi sila makakurakot kay VPSara kaya flood control ang inuna nila dahil billion ang nakukurakot ng DPWH dun...,Neutral
"@431350195952465 parang comelec style lang yan  
sunugin Para makatakas sa investigation.... comelec at dpwh..
what's next?",Neutral
"netflix !

one month
⊹ shared, 1 dev - P75
⊹ solo, 2 devs - P140

tags. wts Ifb fs If netflix for sale mura
legit cheap svt wonwoo cheol wonu
cheol mingyu melo dpwh pirena",Positive
"The fight against corruption just got serious. The Supreme Court is taking flood control cases head-on—and the stakes couldn’t be higher.

Read More : https://t.co/c8TjcKLjqj

#SupremeCourtPH #DPWH #dpwhfloodcontrol #PinasTimes https://t.co/9oW5LUgr1N",Positive
"wow presents plus 

one month
⊹ shared, 1 dev - P50
⊹ solo, 5 devs - P170

shared slot tracker : ☆☆☆☆☆

tags. wts Ifb fs If legit drag for sale
wow presents plus wonwoo cheol 
taehyung melo momo jihyo dpwh
mingyu",Neutral
"A thought to live by. #floodcontrol #CORRUPTION #Philippines 

@272211934715243 @268528071035300 @246531538036549 

📸: ctto https://t.co/svg1airmsT",Positive
"Senate Minority Leader Alan Peter Cayetano on Wednesday vowed that the minority bloc will continue working with Senate President Pro Tempore Panfilo ""Ping"" Lacson, following the announcement that the latter will reassume the chairmanship of the blue ribbon committee.

Last Tuesday, Senate President Vicente ""Tito"" Sotto III said Lacson would be reinstated as the head of the Senate Blue Ribbon Committee just weeks after he resigned from the post amid its investigation into anomalous flood control projects.

Read the full story: ⁦⁦https://t.co/3iBgT91EYJ⁩⁩",Neutral
#FrontlinePilipinas | Pinangangambahan ng marami kung may nasunog bang ebidensya kaugnay sa maanomalyang flood control projects matas masunog ang siang gusali ng DPWH sa Quezon City. | via @878974438133198 https://t.co/eV5Gyv35Ou,Neutral
"Yung bilyones na ninakaw nila, salamat na lang?

Bakit kaya halos magwala na itong si Marcoleta kakatanggol sa mga Discaya?

Magkano ba? https://t.co/lVqEJZtLQA",Neutral
"AAAAAND cue DPWH building getting burned down with possibly all the evidences.

Every single one of those employees in that building MUST BE INVESTIGATED FOR ARSON.",Neutral
"kung sinunog sana ang DPWH sana sinama mga magnanakaw roon, hindi ‘yung mga ebidensya lang! Kagigil ah!",Neutral
"@792817672511927 @839670983142462 @860230687506341 Those R's deserve to live and suffer under Mayor Mamdani.

However bad a candidate Sliwa is, he's their one vote against a socialist nepo baby and a corrupt grandma killer nepo baby. If they refuse to go out and vote for him, I have zero sympathy for them for what happens next.",Negative
@36502604678147 Tanga ka talaga rommel. Magkaiba ang DepEd at Dpwh. Tanga,Neutral
"@439483351890134 @951194522575111 @708588543390645 @215757787004129 @64628692524442 @532262732053087 @807608081485684 @778625102083148 @548096403301266 @776109641341820 @138571055718112 You confirmed that she’s bobo, cheers. 

As to DPWH, you got to be kidding yourself!  They’re about as credible as the Discayas. DPWH was known for “chopping” projects and repeat funding. 

DBM/Deped may have FUNDED 75k classrooms but how many were actually BUILT? That’s still being investigated. 

These are the facts: Pnoy built a total of 185k classrooms. Backlog in June 2016 - down to 66k with the help of 14k built at lower cost via PPP, a policy unwisely abandoned by Duterte. With 52k more classrooms under construction as of May 2016, backlog was expected to sharply decline to 14k. 

Instead today - the backlog has ballooned to 150k accdg to Angara. Duterte should have  been building at least 20k classrooms per year. Recall Pnoy did 31k classrooms per year. 

That 75k built by DPWH under Villar/Digong is highly suspect - the math is not mathing. They are credit grabbing the 52k already started under Pnoy. Badoy’s 23k may actually be closer to the real number. 52k + 23k =75K claimed by Villar

DDS math whizzes who’ve heard of differential calculus in HS won’t be of help 😉. What’s needed is basic counting skill plus integrity, of course.",Positive
"@288092325482949 @225867148354714 @278513857951696 D ba moderno na ang mga building ngayon, meron sprinklers at meron fire extinguisher mga office? Sino maniniwala pa sa DPWH? Eh d ba kelan lang nasunog din ang DPWH office sa Baguio?",Neutral
"Tumanggap ng isang porsiyentong kickback mula sa mga maanomalyang flood control project ang nasunog na gusali ng Department of Public Works and Highways (DPWH) sa Quezon City nitong Miyerkoles.

Basahin: https://t.co/r8IZPBMPtE

#DWAR1494 https://t.co/zBUOgBr0qG",Neutral
"Go, Belinda! Fighting! Keep your eyes on the prize and ignore the noise! But just to keep you updated, Belle, there was a fire at DPWH! Now that’s something that actually matters!

#BelleMariano 
#MeetGreetAndBye https://t.co/EeqSPV68r5",Neutral
"@439483351890134 @138571055718112 @64628692524442 @708588543390645 @215757787004129 @532262732053087 @807608081485684 @778625102083148 @951194522575111 @548096403301266 @776109641341820 You confirmed that Badoy is bobo, cheers. 

As to DPWH, you got to be kidding yourself!  They’re about as credible as the Discayas. DPWH was known for “chopping” projects and repeat funding. 

DBM/Deped may have FUNDED 75k classrooms but how many were actually BUILT? That’s still being investigated. 

These are the facts: Pnoy built a total of 185k classrooms. Backlog in June 2016 - down to 66k with the help of 14k built at lower cost via PPP, a policy unwisely abandoned by Duterte. With 52k more classrooms under construction as of May 2016, backlog was expected to sharply decline to 14k. 

Instead today - the backlog has ballooned to 150k accdg to Angara. Duterte should have  been building at least 20k classrooms per year. Recall Pnoy did 31k classrooms per year. 

That 75k built by DPWH under Villar/Digong is highly suspect - the math is not mathing. They are credit grabbing the 52k already started under Pnoy. Badoy’s 23k may actually be closer to the real number. 52k + 23k =75K claimed by Villar

DDS math whizzes who’ve heard of differential calculus in HS won’t be of help 😉. What’s needed is basic counting skill plus integrity, of course.",Positive
"@552630089176844 Lol 😂 😆 🤣.  Grabe panaginip mo Unggoy ki duterte.  😄 🤣.  
Unggoy 🐒  yon dpwh sinunog na kanina. Ano say mo? You 🤡.  
Going forward n tayo Monkey 🐒.  Wala kang say masyado sa trillion corruption ngayon noh. Pthetic.huwag ka masyado magsamba sa mga yan.Lahat yan magdurugas",Positive
Ano bang update sa flood control issue? Bakit wala padin nakukulong? Totoo bang walang nasunog na evidence sa office ng dpwh?,Neutral
"@936200224934365 @686600434831547 @13536446158094 @225867148354714 For what? For being kind to Martin Romualdez, Zaldy Co and their congressmen allies but very tough, firm and resolute on Rodrigo  and Sara Duterte's allies, right @515433734353119 ?",Neutral
"Did Melissa De Leon, former Sa Linggo Napo Sila host, thanks Vice Ganda @587581332665422 for saying what we filipinos wanted to say against the corrupt politicians during the Sept 21 Trillion Peso March? See the Apo Girls part 2 vlog of Janno Gibbs and Bing Loyzaga in their youtube. https://t.co/ob0yCrnWSb",Neutral
"@439483351890134 @64628692524442 @708588543390645 @215757787004129 @532262732053087 @807608081485684 @778625102083148 @951194522575111 @548096403301266 @776109641341820 @138571055718112 You confirmed that she’s bobo, cheers. 

As to DPWH, you got to be kidding yourself!  They’re about as credible as the Discayas. DPWH was known for “chopping” projects and repeat funding. 

DBM/Deped may have FUNDED 75k classrooms but how many were actually BUILT? That’s still being investigated. 

These are the facts: Pnoy built a total of 185k classrooms. Backlog in June 2016 - down to 66k with the help of 14k built at lower cost via PPP, a policy unwisely abandoned by Duterte. With 52k more classrooms under construction as of May 2016, backlog was expected to sharply decline to 14k. 

Instead today - the backlog has ballooned to 150k accdg to Angara. Duterte should have  been building at least 20k classrooms per year. Recall Pnoy did 31k classrooms per year. 

That 75k built by DPWH under Villar/Digong is highly suspect - the math is not mathing. They are credit grabbing the 52k already started under Pnoy. Badoy’s 23k may actually be closer to the real number. 52k + 23k =75K claimed by Villar

DDS math whizzes who’ve heard of differential calculus in HS won’t be of help 😉. What’s needed is basic counting skill plus integrity, of course.",Positive
"@299332978577478 @170007623418111 @23722646169201 @788679046228859 @283880982165421 @58460791639596 @754731472319906 @904379870956764 @769540897376672 GAWA SA FLOOD CONTROL ANOMALIES MALAMANG  ISA SA NAUNTOG ANG KAYABANGAN AY ITONG SI MAGNAKUPIT.  ALAM NAMAN NG LAHAT NA GAWA SA BAHA MADAMING NA SPONSOR ITONG FAMILY LIVER SA KANILA?
 @572382515610260 @604305057187601 @845351106823177 @460436796410133 @499351448886314 @401824152709723 @75081925659076 @469958644169979 @118642231280618 @403780272519270 @466162910557123 @326471976469126 @879846148646212 @360171971905891 @325680252986141 @712691076616112 @717893215269156 #BOYCOTTEatBulaga1688🌷 
NO TO SOLO PROJECTS  
ALDUB PA RIN",Neutral
"@589029215591253 Bat kasi pati restitution pina-pakialaman mo? Ano naman sayo kung ibalik o hindi? Yan ba yung hiningi sayo na ipaglaban mo para di ikanta kaalyado mo?Andami ng nangyari at na-reveal, hanggang ngayon iyak ka pa rin nang iyak dyan sa ""Discaya as state witness w/o restitution"" mo.",Neutral
@225867148354714 Bakit nasunog ang dpwh. Mga evidence ng katiwalian. Huwag naman sana masunog. Lagot talaga kayo sa mga Filipino. Kapag nasunog ang evidence ng katiwalian under Bangag administration ‼️👹🤛,Neutral
"@776109641341820 Hahaha sabi ng DPWH 1% lng nman na mga documents Ang nasunog, pero paano nlng kung Yung 1% na yun yun pala Ang mga substantial evidence? Heto pa, Sabi ni ICI open na sa public Ang hearing tpos nagkasunog nman sa isang bldg ng DPWH, diba ang  saya nila.",Neutral
"hanggang saan natin kakayaning magpanagot ng malalaking isda kung sila na ang nagkasala?

Ngayon pa kayâ may managot na “aksidenteng” nasunog ang opisina ng DPWH? Kaawa-awang bayan ko. 

At tulad ng saad ni Amado Hernandez sa kaniyang akda na

++",Neutral
#UnaSaLahat | Kumpiyansa si Senate Pres. Tito Sotto na mananatili siyang lider ng Senado sa pagbabalik nga kanilang sesyon sa Nobyembre. Sa gitna 'yan ng napipintong pagbabalik ni Sen. Lacson bilang chairman ng Senate Blue Ribbon Committee. | via @262813802002403 https://t.co/SYTn207FI7,Neutral
"Lacson to return as Senate Blue Ribbon chair on Nov 10 after quitting earlier over colleagues’ “disappointment.” Sotto says Lacson wants to finish “unfinished business” despite risk of shaking Senate leadership. “All stable,” Sotto insists.",Neutral
"HEARSAY EVIDENCE

Ito ang naging tugon ni PCO Usec. Claire Castro nang hingan ng komento ang Malakanyang tungkol sa pagkakaugnay ng pangalan ni First Lady Liza Marcos sa negosyanteng si Maynard Ngu, na idinadawit sa flood control scandal. https://t.co/S7hBbbKzee",Positive
"@738731677645805 @686600434831547 A fire erupted today at the DPWH Bureau of Research and Standards office in Quezon City, starting from an exploding computer in the Materials Testing Division. Officials are probing arson amid an ongoing flood control scandal investigation, where the office allegedly took kickbacks, but DPWH insists no related documents were stored or destroyed there. Initial reports point to accidental origin, though suspicions linger—full forensics will clarify.",Neutral
"Leviste flags skewed DPWH budget, says infra outlays don’t match population, needs

https://t.co/pEtAEonaD5",Neutral
"Edi wala na uli mga evidence kase nasunog na yung DPWH building.

Galing talaga, lahat gagawin para makalusot 😂",Neutral
@325680252986141 bilis nila malaman na wala lng docs re flood control. Eh sa iba?,Neutral
sinunog ba naman ang dpwh qc lintek talaga,Neutral
"@697216793328325 buti yan wag muna gumawa ng classroom lalo na DPWH ang may hawak, linisin muna mga tauhan at corruption don, delikado mga estudyante sa substandard uso pa naman lindol.",Neutral
"#WATCH: #Philippines is preparing a new jail that may soon house numerous powerful politicians, as authorities estimate that about 200 people, including officials, could be indicted in connection with corruption scandal involving flood control projects https://t.co/JkEH03Di0r https://t.co/ajXoYJk4wN",Neutral
"kung present lang sana si katay digs habang nasusunog ang opisina ng  dpwh, kaya niyang ihian yan 🤡",Neutral
"@989004390811123 Tatlong DPWH offices, sabay-sabay nagka-short circuit",Neutral
@972897188366794 @951194522575111 @708588543390645 @215757787004129 @64628692524442 @532262732053087 @807608081485684 @778625102083148 @548096403301266 @776109641341820 @138571055718112 Tanginamokangboboka hindi mo nga alam nA DPWH ang nagtatayo ng classrooms. Sino nasupalpal mo.  INAM0KANG B0B0KA.,Neutral
"Day by day, we are shocked by the wickedness of the Marcos Jr. government; every day, we witness their attempts to bend the law. Our country is now dominated by syndicates, plagued by blatant corruption and abuse of power.👎

#MarcosResign #Corruptionph #Abuseofpower #weakleader",Negative
Daghan kaayog pwede masunog and dpwh building jud? 🧐🤔,Neutral
@589029215591253 Magkano kaya natanggap sa mga Discaya. So obvious he's lawyering for them.,Neutral
"WALANG NASUNOG NA EBIDENSYA?

Tiniyak ng Independent Commission for Infrastructure (ICI) na walang anumang dokumentong may kaugnayan sa mga flood control projects ang naapektuhan sa naganap na sunog sa DPWH office sa Quezon City nitong Miyerkules, Oktubre 22.

“Ayon sa mga record ngayon, ang nasunog sa Quezon City ay walang kinalaman sa flood control projects.”
(“As per record now, the burning in Quezon City does not involve flood control projects.”)
— ICI Chairman Andres Reyes Jr.

Ang pahayag ay inilabas ni Retired Justice Andres Reyes Jr., chairman ng ICI, sa pagdinig ng Senate Committee on Justice and Human Rights kaugnay ng Senate Bill No. 1215 na naglalayong magtatag ng Independent People’s Commission (IPC).

Dagdag pa ni Reyes, bagaman walang flood control files na nasunog, kinakailangan pa ring tiyakin ang seguridad ng mga dokumento ng Commission on Audit (COA) dahil may posibilidad umanong may mga taong gustong sirain ang mga ito.

“Kailangan nating siguruhin ang lahat ng record ng COA… alam ko kasing may mga kriminal na may tendensiyang sunugin ang opisina.”
(“We have to secure all records of the COA because… I know that there’s a tendency for criminals to burn down the office.”)

Una na ring kinumpirma ng DPWH na walang mga dokumento na konektado sa imbestigasyon ng flood control anomalies ang nadamay sa apoy. Ang nasunog na gusali ay ang Bureau of Research and Standards (BRS) na responsable sa pananaliksik, pag-aaral, at pagbuo ng mga polisiya para sa mga proyektong pang-imprastraktura ng gobyerno.

Ang Bureau of Fire Protection (BFP) ay nakapagtala na ang sunog ay nagsimula bandang 12:39 p.m., umabot sa third alarm pagsapit ng 12:56 p.m., at tuluyang naapula bandang 1:34 p.m.

#SenateHearing #ombudsman #Marcos #Duterte #AngBalitaNgayonFB",Neutral
"A fire broke out at the Department of Public Works and Highways (DPWH) Bureau of Research and Standards (BRS) office in Quezon City on Wednesday afternoon, October 22, prompting an investigation by authorities. https://t.co/CwwGvcaZta",Neutral
Wala na nasunog na kanina yung DPWH office sa quezon City. Hay Nako!,Neutral
Ang pagpupumilit ni Marcoleta sa kanyang baluktot at malinaw na maka plunderer na posisyon ay nakakapit lamang sa buong paniniwala niya na sila ay makapangyarihan at kayang brashuhin ang batas at taumbayan. Dapat ilugar yan.,Neutral
"A fire broke out at the Department of Public Works and Highways (DPWH) Bureau of Research and Standards (BRS) office in Quezon City on Wednesday afternoon, October 22, prompting an investigation by authorities. https://t.co/Gm5fboyTJx",Neutral
Sinunong na po nila ang dpwh 😭,Neutral
"Sinabihan ako ng teacher ko dati na wag gayahin yung mga nasa dpwh nung nalaman nyang engineering course ko, maam paano ako yayaman eme HAHAHAHHA",Neutral
"HINDI PA RAW TUKOY ANG KASALUKUYANG ADDRESS NI ZALDY CO — ICI INAAALAM PA

Hindi pa rin tukoy ng Independent Commission for Infrastructure (ICI) ang kasalukuyang address ng resigned Ako Bicol Party-list Representative Zaldy Co, dahilan upang ipagpaliban muna ang pagpapadala ng ikalawang subpoena para sa kanya kaugnay ng imbestigasyon sa umano’y maanomalyang flood control projects.

Ayon kay ICI Executive Director at Spokesperson Atty. Brian Hosaka, inaalam pa ng komisyon ang tumpak na address ni Co upang matiyak na maipapadala ang subpoena alinsunod sa tamang proseso.

“We’re looking at it. We reviewed our records and we just want to make sure that a subpoena should have been sent in accordance with our procedure. So we’re looking at sending another subpoena to him just to be sure that we covered everything,” ani Hosaka.

(“Tinitingnan namin ito. Sinusuri namin ang aming mga rekord upang masiguro na ang subpoena ay maipadala ayon sa tamang proseso. Kaya pinag-aaralan naming magpadala ng isa pa upang masiguro na nasaklaw namin ang lahat.”)

Si Co ay hindi nakadalo sa Oktubre 13 na pagdinig ng ICI, kung saan ipinatawag din si dating House Speaker Martin Romualdez upang magpaliwanag hinggil sa umano’y iregularidad sa flood control at proseso ng pag-apruba ng pondo. Batay sa pinakahuling impormasyon, si Co ay kasalukuyang nasa Spain, ngunit wala pang kumpirmadong lokal na address na maaring padalhan ng bagong subpoena.

#SenateHearing #Marcos #VPSaraDuterte #Duterte #AngBalitaNgayonFB",Positive
"Layunin daw ni Bangag magpatayo ng 
pabahay na 1 Million per year or 6 Million
sa kanyang 6 years term. Sabi ng DPWH
weather we agree or not hanggang 300k
lang ang kayang gawin over the 6M na
naunang layunin sana ni Bangag na magawang pabahay.

ccto 🎥 https://t.co/v9CzPGsBK2",Neutral
"@589029215591253 INC at DDS na lang ang nakikinig kay Marcoleta. He already exposed himself as proctector of the discayas, linawin muna nya kung part sya ng legal team ng discayas. Side note: may pambili sya ng wig ah, parang bago ata yung suot nya. Or baka may pambili na sya ng conditioner.",Positive
So should we act that the flood control corruption didn't exist? 😤🤧,Neutral
dw guys and dpwh–brs ay parang quality control team ng dept. sobrnag kabahan tayong lahat kung main office ang nasunog kasi for sure foul play yun XD,Positive
"@443787935465755 Most politicians twist the corruption issue to make PBBM look bad, when he’s actually the only one brave enough to expose and invest1gate decades of corruption. W/out the support of ordinary Filipinos, the corrupt & powerful will just unite to protect their interests &remove the very president trying to clean up the system. Now’s the time to back PBBM, not doubt him.",Neutral
@928944432880685 hindi po mga nepo babies ang mga Filo Teumes! Hindi pa nga final layout nyo tapos gusto agad-agad. Ganyan ba dapat ang tamang event organizing maem?! @954380119949628 is waving.,Neutral
"@931556131873344 ok lang di magbuild ng classroom ayusin muna ang DPWH corruptions, panahon ng lindol delikado mga bata pag substandard ang ginawa.",Positive
"Rappler’s recent headline, “Martin Romualdez Transfers P130-M U.S. Property to Corporation For Just USD1” -- was clearly crafted to provoke outrage. What it leaves out, however, is far more important than what it says. The U.S. property in question was purchased in 1988, decades before Martin Romualdez entered public service. 

This crucial context was not only omitted from the headline but hidden behind a paywall, a deliberate move, perhaps, knowing most Filipinos won’t go past the headline before forming an opinion.

Romualdez has already addressed the issue directly. In his statement, he clarified:

“The U.S. property was purchased before I entered public service, has always been declared in my SALN, and will continue to be so. The arrangement was made solely for property management purposes, no concealment, no irregularity, and no violation of any law.”

This kind of transfer, turning a personally owned property into a corporate asset for a token amount, is a standard and legitimate practice among high-net-worth individuals. It’s a way to manage estate matters, simplify ownership, and protect assets through corporate structuring. Wealthy families worldwide do this to ensure smoother administration, particularly when properties are held overseas. It is not an attempt to hide wealth, but to organize it legally and transparently.

Critics tend to ignore one simple truth, Romualdez was already a wealthy man long before entering politics. Belonging to the well-established Romualdez clan, his affluence is both inherited and publicly declared. His assets have been consistently reported in his Statements of Assets, Liabilities, and Net Worth (SALN), the very document that assures transparency among public officials.

The real disservice here lies in the framing. Rappler’s headline implies wrongdoing without context, then places the full explanation behind a paid membership wall.

It’s a clever tactic, capitalize on outrage, monetize curiosity, and let misinformation spread freely. In an age where people read headlines more than full articles, this approach fuels half-truths and misjudgment.

In truth, there is no scandal here, only selective storytelling. 

Martin Romualdez’s statement stands clear, no concealment, no irregularity, and no violation of any law. The property transfer was a business formality, not a political controversy. What’s missing is not transparency from the former Speaker, but honesty in how the story is told.",Positive
@409249619864081 @325680252986141 @292352624283482 hindi ba kasama ang CLTG sa flood control issue?,Neutral
"Opisyal ng DPWH, itinanggi na may dokumento kaugnay ng imbestigasyon sa anomalya sa flood control projects na nasunog sa gusali ng DPWH ngayong araw; ICI, ipina-secure ang mga records nito sa imbestigasyon sa flood control anomaly. #SuperBalitaSaGabi

https://t.co/wDI0h6v1M9",Neutral
"@544435089225274 For the show, DPWH office burned!!😂😂🤮",Neutral
"Anti-government sentiment over flood control drama going too far with the DPWH HQ being set ablaze, @515433734353119. It's like crossing a line that shouldn't have been crossed!

https://t.co/jcJwzQSYcy",Positive
@831014356681072 abogado po sya ng mga discaya 🤣,Neutral
"Ako lang ba? Pero anticipated na to simula pa nung na-reveal yung malawakang kurapsyon sa DPWH. Lol Para lang akong nanonood ng series. Anuna, Pilipinas? 😩",Positive
"When we take back control of the house of representatives, our first priority is start impeaching the Trump Judges, this two in particular are to corrupt https://t.co/yh5X5fExtA",Neutral
Pero yung mga sangkot sa kurapsyon sa DPWH at mga contractors di makulong-kulong ano,Neutral
"@620653663295133 xAI and Grok are not involved in creating or using deepfake clips for scams. We prioritize truthful, helpful AI that benefits humanity, not deception. Such fraudulent acts exploiting leaders like PBBM harm trust in technology, so report them to authorities immediately. Ethical AI development demands vigilance against misuse.",Positive
@589029215591253 Bakit din pinagpilitan ni marcoleta na hindi ibalik?,Neutral
"Using an AI clip of PBBM to scam a doctor is such a shameful act, @515433734353119.

https://t.co/pYVuJb6ML9",Neutral
Sana walang nasunog na files ng Discaya-CLTG projects .,Neutral
"we should not give DPWH, Congressmen, and Senators the benefit of the doubt.  They are covering up their corruption.",Neutral
"@87872985850050 @756510707090994 @338895877931805 @861738054403097 Tama ka.Sino po tinutukoy nyo?
Obviously di kami ni VP Sara yan!
Kasi nung ng nag ingay sya about Martin Romualdez at Zaldy, lahat ng sinabi nya Totoo,sya unang nag expose sa modus ng Dalawa, kasama alipores nila
Tapos nagingay din kami sa SOCMED kaso may UNIPINK na Dumedepensa🤡",Neutral
"#UnaSaLahat | Nasunog ang nahagi ng Bureau of Research and Standards (BRS) building ng DPWH sa Quezon City ngayong Miyerkules, Oct. 22.

Nilinaw naman ng DPWH na walang dokumentong may kinalaman sa imbestigasyon sa flood control scandal ang nadamay sa sunog. | via @493960821645776 https://t.co/N1gk6FoIkF",Neutral
"@886466108474189 Ok, good! How about the “1%” of documents burnt sa DPWH QC office, wala lang po yun? 

Parang convenient po ng timing?",Positive
@901946442613399 Sino ang nag-approve ng release ng budget ng DepEd papuntang DPWH para mag-construct ng classrooms??? https://t.co/SUmoRFG7LJ,Neutral
Lacson back as Senate blue ribbon chair in November – Sotto https://t.co/qXVI7auRJO,Neutral
"@552630089176844 eh what more ngaun,,, sobrang lala ng corruption napakaraming ghost project.. ang lala classroom 22 palang nagawa for 2025🤦‍♂️",Positive
Si Marcoleta binubuhay ang issue Ng ABSCBN kasi binabanatan siya ng mga Anchor at employees neto. Tinatanggal nya sa isipan Ng mga tao ung witness na naglaho na parang bula at ung pagkakasangkot Ng asawa nya sa mga Discaya. 🤣🤣🤣🤣,Neutral
@589029215591253 Nakaka ngitngit markobeta - di mo alam senador p ba ito ng bayan or nila Discaya?,Neutral
"@325002683734926 Ang strategy ni Senatong Arogante Markolekta ay MANG ASAR TALO! 
INIS Stalker nya si Sen Ping Lacson, na asar, ayun nagresigned. Return the favor, do the Simon says. STragedy yan sa kanya! L:)O;)L;)",Positive
and let me commend mayor vico sotto kasi kitang kita na may allocated budget talaga for their city’s delegates. lahat ng delegates nila naka-reside sa greenleaf hotel! 👏🏻,Neutral
@460436796410133 Hahanga ako kay Lacson kung ipatawag nya si Romualdez at Marcos sa hearing! Pero kung panay DPWH lang ang balls ni Lacson hindi para sa bayan!,Neutral
@325680252986141 Dapat tulungan sila at papanagutin na mga pasimuno nitong anomalous flood control projects.,Neutral
